"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Fiscal Year","Series","Currency","SNA System","Fiscal Year Type","Base Year","Value","Value Footnotes"
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2008","1000","Euro","2008","Western calendar year","2010","22830570000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2008","1000","Euro","2008","Western calendar year","2015","25355060000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2008","300","1999 DEM euro / euro","1993","Western calendar year","2005","21988590000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2008","1000","Euro","2008","Western calendar year","2010","612327690000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2008","1000","Euro","2008","Western calendar year","2015","634490050000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2008","300","1999 DEM euro / euro","1993","Western calendar year","2005","556866230000",""
"Germany","2.5","Industries","Manufacturing","C","2008","1000","Euro","2008","Western calendar year","2010","538512430000",""
"Germany","2.5","Industries","Manufacturing","C","2008","1000","Euro","2008","Western calendar year","2015","567857560000",""
"Germany","2.5","Industries","Manufacturing","C","2008","300","1999 DEM euro / euro","1993","Western calendar year","2005","492275450000",""
"Germany","2.5","Industries","Construction","F","2008","1000","Euro","2008","Western calendar year","2010","95529780000",""
"Germany","2.5","Industries","Construction","F","2008","1000","Euro","2008","Western calendar year","2015","115813770000",""
"Germany","2.5","Industries","Construction","F","2008","300","1999 DEM euro / euro","1993","Western calendar year","2005","80955980000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2008","1000","Euro","2008","Western calendar year","2010","400062660000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2008","1000","Euro","2008","Western calendar year","2015","425433140000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2008","300","1999 DEM euro / euro","1993","Western calendar year","2005","356756490000",""
"Germany","2.5","Industries","Information and communication","J","2008","1000","Euro","2008","Western calendar year","2010","104192430000",""
"Germany","2.5","Industries","Information and communication","J","2008","1000","Euro","2008","Western calendar year","2015","97568120000",""
"Germany","2.5","Industries","Information and communication","J","2008","300","1999 DEM euro / euro","1993","Western calendar year","2005","98577360000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2008","1000","Euro","2008","Western calendar year","2010","111149540000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2008","1000","Euro","2008","Western calendar year","2015","120534990000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2008","300","1999 DEM euro / euro","1993","Western calendar year","2005","114019570000",""
"Germany","2.5","Industries","Real estate activities","L","2008","1000","Euro","2008","Western calendar year","2010","265007130000",""
"Germany","2.5","Industries","Real estate activities","L","2008","1000","Euro","2008","Western calendar year","2015","278635270000",""
"Germany","2.5","Industries","Real estate activities","L","2008","300","1999 DEM euro / euro","1993","Western calendar year","2005","242173780000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2008","1000","Euro","2008","Western calendar year","2010","264363500000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2008","1000","Euro","2008","Western calendar year","2015","298415520000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2008","300","1999 DEM euro / euro","1993","Western calendar year","2005","247105260000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2008","1000","Euro","2008","Western calendar year","2010","400304500000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2008","1000","Euro","2008","Western calendar year","2015","455092910000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2008","300","1999 DEM euro / euro","1993","Western calendar year","2005","374766120000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2008","1000","Euro","2008","Western calendar year","2010","99959950000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2008","1000","Euro","2008","Western calendar year","2015","115964470000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2008","300","1999 DEM euro / euro","1993","Western calendar year","2005","96594950000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2008","1000","Euro","2008","Western calendar year","2010","2372540120000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2008","1000","Euro","2008","Western calendar year","2015","2561965220000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2008","300","1999 DEM euro / euro","1993","Western calendar year","2000","2084512600000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2008","300","1999 DEM euro / euro","1993","Western calendar year","2005","2189540670000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2008","1000","Euro","2008","Western calendar year","2010","254386180000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2008","1000","Euro","2008","Western calendar year","2015","271645000000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2008","300","1999 DEM euro / euro","1993","Western calendar year","2000","194045780000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2008","300","1999 DEM euro / euro","1993","Western calendar year","2005","219130200000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2008","1000","Euro","2008","Western calendar year","2010","265820980000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2008","1000","Euro","2008","Western calendar year","2015","282802000000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2008","300","1999 DEM euro / euro","1993","Western calendar year","2000","203926960000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2008","300","1999 DEM euro / euro","1993","Western calendar year","2005","225990000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2008","1000","Euro","2008","Western calendar year","2010","11744750000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2008","1000","Euro","2008","Western calendar year","2015","10884000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2008","300","1999 DEM euro / euro","1993","Western calendar year","2000","9761410000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2008","300","1999 DEM euro / euro","1993","Western calendar year","2005","6905710000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2008","1000","Euro","2008","Western calendar year","2010","-218260000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2008","300","1999 DEM euro / euro","1993","Western calendar year","2000","-1764630000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2008","300","1999 DEM euro / euro","1993","Western calendar year","2005","-757870000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2008","1000","Euro","2008","Western calendar year","2010","2626501080000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2008","1000","Euro","2008","Western calendar year","2015","2832807100000","1"
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2008","300","1999 DEM euro / euro","1993","Western calendar year","2000","2276793750000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2008","300","1999 DEM euro / euro","1993","Western calendar year","2005","2407913000000","1"
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2007","1000","Euro","2008","Western calendar year","2010","19009610000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2007","1000","Euro","2008","Western calendar year","2015","21333310000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2007","300","1999 DEM euro / euro","1993","Western calendar year","2005","20680480000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2007","1000","Euro","2008","Western calendar year","2010","620433620000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2007","1000","Euro","2008","Western calendar year","2015","643114050000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2007","300","1999 DEM euro / euro","1993","Western calendar year","2005","567647230000",""
"Germany","2.5","Industries","Manufacturing","C","2007","1000","Euro","2008","Western calendar year","2010","549743240000",""
"Germany","2.5","Industries","Manufacturing","C","2007","1000","Euro","2008","Western calendar year","2015","579988110000",""
"Germany","2.5","Industries","Manufacturing","C","2007","300","1999 DEM euro / euro","1993","Western calendar year","2005","505661390000",""
