"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Value","Value Footnotes"
"Antigua and Barbuda","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1987","20","EC dollar                               ","1968","647500000",""
"Antigua and Barbuda","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","1988","20","EC dollar                               ","1968","32100000",""
"Antigua and Barbuda","2.1","Industries","Mining and quarrying","C","1988","20","EC dollar                               ","1968","16800000",""
"Antigua and Barbuda","2.1","Industries","Manufacturing","D","1988","20","EC dollar                               ","1968","24100000",""
"Antigua and Barbuda","2.1","Industries","Electricity, gas and water supply","E","1988","20","EC dollar                               ","1968","31300000",""
"Antigua and Barbuda","2.1","Industries","Construction","F","1988","20","EC dollar                               ","1968","98900000",""
"Antigua and Barbuda","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","1988","20","EC dollar                               ","1968","183900000",""
"Antigua and Barbuda","2.1","Industries","Transport, storage and communications","I","1988","20","EC dollar                               ","1968","110800000",""
"Antigua and Barbuda","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","1988","20","EC dollar                               ","1968","103700000",""
"Antigua and Barbuda","2.1","Industries","Public administration and defence; compulsory social security","L","1988","20","EC dollar                               ","1968","125300000",""
"Antigua and Barbuda","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","1988","20","EC dollar                               ","1968","49500000",""
"Antigua and Barbuda","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","1988","20","EC dollar                               ","1968","776400000","1"
"Antigua and Barbuda","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","1988","20","EC dollar                               ","1968","35800000",""
"Antigua and Barbuda","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1988","20","EC dollar                               ","1968","771100000",""
"Antigua and Barbuda","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2000","100","EC dollar","1993","35630000",""
"Antigua and Barbuda","2.1","Industries","Agriculture, hunting, forestry","A","2000","100","EC dollar","1993","18750000",""
"Antigua and Barbuda","2.1","Industries","Agriculture, hunting and related service activities","01","2000","100","EC dollar","1993","17850000",""
"Antigua and Barbuda","2.1","Industries","Forestry, logging and related service activities","02","2000","100","EC dollar","1993","900000",""
"Antigua and Barbuda","2.1","Industries","Fishing","B","2000","100","EC dollar","1993","16880000",""
"Antigua and Barbuda","2.1","Industries","Mining and quarrying","C","2000","100","EC dollar","1993","14460000",""
"Antigua and Barbuda","2.1","Industries","Manufacturing","D","2000","100","EC dollar","1993","36400000",""
"Antigua and Barbuda","2.1","Industries","Electricity, gas and water supply","E","2000","100","EC dollar","1993","60890000",""
"Antigua and Barbuda","2.1","Industries","Construction","F","2000","100","EC dollar","1993","198180000",""
"Antigua and Barbuda","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2000","100","EC dollar","1993","608250000",""
"Antigua and Barbuda","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2000","100","EC dollar","1993","317250000",""
"Antigua and Barbuda","2.1","Industries","Hotels and restaurants","H","2000","100","EC dollar","1993","291000000",""
"Antigua and Barbuda","2.1","Industries","Transport, storage and communications","I","2000","100","EC dollar","1993","322960000",""
"Antigua and Barbuda","2.1","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2000","100","EC dollar","1993","182510000",""
"Antigua and Barbuda","2.1","Industries","Post and telecommunications","64","2000","100","EC dollar","1993","140450000",""
"Antigua and Barbuda","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2000","100","EC dollar","1993","330840000",""
"Antigua and Barbuda","2.1","Industries","Financial intermediation","J","2000","100","EC dollar","1993","141740000",""
"Antigua and Barbuda","2.1","Industries","Real estate, renting and business activities","K","2000","100","EC dollar","1993","189090000",""
"Antigua and Barbuda","2.1","Industries","Public administration and defence; compulsory social security","L","2000","100","EC dollar","1993","158720000",""
"Antigua and Barbuda","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2000","100","EC dollar","1993","157600000",""
"Antigua and Barbuda","2.1","Industries","Education","M","2000","100","EC dollar","1993","55580000",""
"Antigua and Barbuda","2.1","Industries","Health and social work","N","2000","100","EC dollar","1993","74520000",""
"Antigua and Barbuda","2.1","Industries","Other community, social and personal services","O","2000","100","EC dollar","1993","27500000",""
"Antigua and Barbuda","2.1","Industries","Private households with employed persons","P","2000","100","EC dollar","1993","7110000",""
"Antigua and Barbuda","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2000","100","EC dollar","1993","1889410000","2"
"Antigua and Barbuda","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2000","100","EC dollar","1993","41610000",""
"Antigua and Barbuda","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2000","100","EC dollar","1993","226950000",""
"Antigua and Barbuda","2.1","Industries","Plus: Taxes on products","D.21","2000","100","EC dollar","1993","231100000",""
"Antigua and Barbuda","2.1","Industries","Less: Subsidies on products","D.31","2000","100","EC dollar","1993","4150000",""
"Antigua and Barbuda","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2000","100","EC dollar","1993","2116360000",""
"Antigua and Barbuda","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2001","100","EC dollar","1993","34870000",""
"Antigua and Barbuda","2.1","Industries","Agriculture, hunting, forestry","A","2001","100","EC dollar","1993","17820000",""
"Antigua and Barbuda","2.1","Industries","Agriculture, hunting and related service activities","01","2001","100","EC dollar","1993","16920000",""
"Antigua and Barbuda","2.1","Industries","Forestry, logging and related service activities","02","2001","100","EC dollar","1993","900000",""
"Antigua and Barbuda","2.1","Industries","Fishing","B","2001","100","EC dollar","1993","17050000",""
